section	method	samples	F1	L1	Pearson	FP_plus_FN_or_pooled	decision	source
abundance_variant_safety_audit	strict_sample_safe_variants	0				must_be_zero_to_reject_simple_default_replacement	must_be_zero_to_reject_simple_default_replacement	research/experiments/2026-06-27_universal_strategy_decision/results/abundance_variant_safety_audit.tsv
abundance_variant_safety_audit	strict_panel_safe_variants	6				must_be_zero_to_reject_simple_default_replacement	must_be_zero_to_reject_simple_default_replacement	research/experiments/2026-06-27_universal_strategy_decision/results/abundance_variant_safety_audit.tsv
abundance_variant_safety_audit	best_sample_mean_variant	genus_realloc_xny;mean_delta=-1.865556;worsened_samples=9;max_worse=4.177992				tradeoff_not_default	tradeoff_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/abundance_variant_safety_audit.tsv
abundance_variant_safety_audit	best_panel_mean_variant	genus_realloc_xny;mean_delta=-0.715203;worsened_panels=1;max_worse=1.218914				tradeoff_not_default	tradeoff_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/abundance_variant_safety_audit.tsv
abundance_variant_safety_audit	promotion_decision	reject_fixed_call_abundance_replacement				current_calibrated_abundance_remains_default	reject_simple_fixed_call_replacement	research/experiments/2026-06-27_universal_strategy_decision/results/abundance_variant_safety_audit.tsv
hmp_airskin_source_truth_candidate_audit	samples_total	29					resource_audit_for_next_release_grade_sample	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_summary.tsv
hmp_airskin_source_truth_candidate_audit	release_truth_quality_samples	27					resource_audit_for_next_release_grade_sample	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_summary.tsv
hmp_airskin_source_truth_candidate_audit	same_release_outputs_available	27					resource_audit_for_next_release_grade_sample	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_summary.tsv
hmp_airskin_source_truth_candidate_audit	current_minco_inputs_available	27					resource_audit_for_next_release_grade_sample	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_summary.tsv
hmp_airskin_source_truth_candidate_audit	can_restore_from_bam_archive	27					resource_audit_for_next_release_grade_sample	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_summary.tsv
hmp_airskin_source_truth_candidate_audit	sample28_same_release_candidate	28		truth_mapped=99.85248115075561%		same_release=True;bam_restore=True;current_inputs=True	same_release_r232_holdout_generated	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_airskin_source_truth_candidate_audit.tsv
adaptive_abundance_switch_audit	strict_sample_safe_switches	481				adaptive_abundance_switch_rules.tsv	must_be_zero_to_reject_simple_output_switch	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_abundance_switch_audit.tsv
adaptive_abundance_switch_audit	strict_panel_safe_switches	2039				adaptive_abundance_switch_rules.tsv	must_be_zero_to_reject_simple_output_switch	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_abundance_switch_audit.tsv
adaptive_abundance_switch_audit	lopo_holdout_panels_improved	3				mean_delta=-0.737243;worsened=1;max_worse=1.218914	leave_one_panel_out_validation	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_abundance_switch_audit.tsv
adaptive_abundance_switch_audit	best_panel_mean_switch	genus_realloc_xny;breadth_ratio_median>=1.11111;mean_delta=-1.195622;worsened_panels=0;max_worse=0.000000;switched=25				adaptive_abundance_switch_rules.tsv	tradeoff_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_abundance_switch_audit.tsv
adaptive_abundance_switch_audit	promotion_decision	reject_as_overfit_by_leave_one_panel_out				adaptive_abundance_switch_rules.tsv;adaptive_abundance_switch_lopo.tsv	reject_output_feature_switch	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_abundance_switch_audit.tsv
adaptive_call_filter_switch_audit	strict_sample_safe_switches	806				adaptive_call_filter_switch_rules.tsv	must_generalize_before_default	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_switch_audit.tsv
adaptive_call_filter_switch_audit	strict_panel_safe_switches	1039				adaptive_call_filter_switch_rules.tsv	must_generalize_before_default	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_switch_audit.tsv
adaptive_call_filter_switch_audit	best_sample_safe_switch	min_xny_ge_25;max_xny_median>=253;mean_delta_F1=0.038640;mean_delta_L1_pp=-1.979829;switched=28				adaptive_call_filter_switch_rules.tsv	requires_lopo_validation	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_switch_audit.tsv
adaptive_call_filter_switch_audit	lopo_holdout_panels	mean_delta_F1=0.012057;improved=2;worsened=0;mean_delta_L1_pp=-0.595910				adaptive_call_filter_switch_lopo.tsv	leave_one_panel_out_validation	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_switch_audit.tsv
adaptive_call_filter_switch_audit	promotion_decision	candidate_requires_raw_wrapper_validation				adaptive_call_filter_switch_rules.tsv;adaptive_call_filter_switch_lopo.tsv	candidate_not_default_without_raw_and_independent_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_switch_audit.tsv
adaptive_call_filter_wrapper_validation	lopo-min-xny25 wrapper replay	10 cached-table profiles	F1=0.000926;L1_pp=-0.006534;Pearson=-0.000005	L1_pp=4.5;Pearson=0.0298		switched=6;removed=1;counts=0;F1=1.11e-16	candidate_only_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_wrapper_validation_audit.tsv
adaptive_call_filter_external_exactsplit	lopo-min-xny25 external exact-split stress	plant_holdout3-5,strainmadness0-2	mean_delta_F1=-0.030282;improved_datasets=0;worsened_datasets=2;switched_samples=4;removed_rows=14			counts=0;F1=5.55e-17;L1=2.22e-16;Pearson=2.22e-16	reject_adaptive_call_filter_as_default	research/experiments/2026-06-27_universal_strategy_decision/results/adaptive_call_filter_external_exactsplit_audit.tsv
supervised_abundance_calibrator_audit	model_specs	5				ridge_log_alpha1,ridge_log_alpha10,hgb_log_l2_0.1,hgb_log_l2_1,rf_log_leaf3	leave_one_panel_out_training	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_calibrator_audit.tsv
supervised_abundance_calibrator_audit	blend_values	4				1.0,0.75,0.5,0.25	blend_model_raw_with_current_raw	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_calibrator_audit.tsv
supervised_abundance_calibrator_audit	strict_panel_safe_models	3				supervised_abundance_calibrator_overall.tsv	must_be_positive_for_candidate_status	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_calibrator_audit.tsv
supervised_abundance_calibrator_audit	best_model	lopo_hgb_log_l2_1_blend0.75;mean_delta=-0.090593;worsened_panels=1;max_worse=0.062803				supervised_abundance_calibrator_overall.tsv	held_out_panel_result	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_calibrator_audit.tsv
supervised_abundance_calibrator_audit	promotion_decision	candidate_requires_independent_holdout				supervised_abundance_calibrator_overall.tsv	candidate_needs_independent_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_calibrator_audit.tsv
supervised_abundance_sample28_holdout	holdout	hmp_airskin_gtdb_source_abundance:28				sample28 excluded from training rows	same_panel_holdout_not_release_promotion	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	train_rows	824				holdout_rows=15;features=86	no_holdout_rows_in_training	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	current_default	F1=0.888889;L1=18.352634;Pearson=0.989034				supervised_abundance_sample28_holdout_scores.tsv	baseline	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	predefined_rf_blend075	F1=0.888889;L1=18.057211;delta_L1=-0.295422;delta_Pearson=0.000346				supervised_abundance_sample28_holdout_scores.tsv	survives_same_panel_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	best_sample28_candidate	sample28_holdout_rf_log_leaf3_blend0.75;L1=18.057211;delta_L1=-0.295422;delta_Pearson=0.000346				supervised_abundance_sample28_holdout_scores.tsv	diagnostic_only_selection_used_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	sylph_reference	F1=0.923076923076923;L1=1.80306342230474				hmp_airskin28_r232_source_abundance_summary.tsv	external_baseline_unchanged	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_sample28_holdout	promotion_decision	candidate_requires_new_independent_dataset				supervised_abundance_sample28_holdout_audit.tsv	do_not_promote_from_single_same_panel_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_sample28_holdout_audit.tsv
supervised_abundance_external_exactsplit	external_panels	plant_holdout3-5,strainmadness0-2				cached exact-split current profile tables under /tmp/minco_exactsplit_universal_20260626	diagnostic_nonrelease_stress_test	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	candidate_model	rf_log_leaf3				trained on four-panel supervised abundance audit rows only	predefined_no_external_tuning	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	tested_blends	0.25,0.5,0.75				supervised_abundance_external_exactsplit_summary.tsv	fixed_before_external_scoring	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	strict_external_safe_blends	0				supervised_abundance_external_exactsplit_summary.tsv	must_be_positive_for_default_candidate	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	best_external_mean_delta	rf_log_leaf3_blend0.75;mean_delta_l1=-0.000068;worsened_datasets=1;max_dataset_worse=0.001128				supervised_abundance_external_exactsplit_summary.tsv	diagnostic_only_nonrelease_external_panel	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	candidate_external_delta	method=rf_log_leaf3_blend0.75;mean_delta_l1=-0.000068;improved_datasets=1;worsened_datasets=1;max_dataset_worse=0.001128				supervised_abundance_external_exactsplit_summary.tsv	external_stress_rejects_candidate_as_default	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
supervised_abundance_external_exactsplit	promotion_decision	reject_supervised_abundance_external_default				supervised_abundance_external_exactsplit_audit.tsv	do_not_promote_from_nonrelease_external_panels	research/experiments/2026-06-27_universal_strategy_decision/results/supervised_abundance_external_exactsplit_audit.tsv
cached_exactsplit_diagnostic	cached_exactsplit_sources	15				/tmp/minco_exactsplit_universal_20260626	diagnostic_nonrelease_cached_outputs	research/experiments/2026-06-27_universal_strategy_decision/results/cached_exactsplit_diagnostic_audit.tsv
cached_exactsplit_diagnostic	comparable_datasets	5				cached_exactsplit_pairwise_minco_vs_sylph.tsv	diagnostic_minco_vs_sylph_subset	research/experiments/2026-06-27_universal_strategy_decision/results/cached_exactsplit_diagnostic_audit.tsv
cached_exactsplit_diagnostic	current_exactsplit_vs_sylph	F1_win_datasets=3;F1_loss_datasets=2;L1_win_datasets=2;L1_loss_datasets=3				cached_exactsplit_pairwise_summary.tsv	mixed_diagnostic_support_not_release_grade	research/experiments/2026-06-27_universal_strategy_decision/results/cached_exactsplit_diagnostic_audit.tsv
cached_exactsplit_diagnostic	promotion_decision	diagnostic_only_not_release_grade				cached_exactsplit_pairwise_summary.tsv	do_not_promote_or_reject_default_from_cached_local_scorers	research/experiments/2026-06-27_universal_strategy_decision/results/cached_exactsplit_diagnostic_audit.tsv
edge_em_cross_domain_spot	CAMI3 ToyGut: Sylph	0	0.6063829787234043	27.24678285808429	0.95489462475884	TP/FP/FN=57/13/61;beta=	external_baseline	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Marine: Sylph	0	0.8444444444444446	33.10266099707059	0.9504932684378423	TP/FP/FN=228/56/28;beta=	external_baseline	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Strain Madness: Sylph	0	0.5789473684210527	18.828110840185836	0.9900332537373874	TP/FP/FN=11/7/9;beta=	external_baseline	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI3 ToyGut: MinCO S2000 edge marker beta=0	0	0.5363128491620112	32.99294801021269	0.9466523691162588	TP/FP/FN=48/13/70;beta=	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Marine: MinCO S2000 edge marker beta=0	0	0.8391866913123845	15.313847935969443	0.9816564775385404	TP/FP/FN=227/58/29;beta=	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Strain Madness: MinCO S2000 edge marker beta=0	0	0.5	34.5766050058102	0.9376708177028494	TP/FP/FN=10/10/10;beta=	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI3 ToyGut: MinCO adaptive edge-EM trigger	0	0.5363128491620112	32.99294801021269	0.9466523691162588	TP/FP/FN=48/13/70;beta=0.0	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Marine: MinCO adaptive edge-EM trigger	0	0.8391866913123845	15.005507469027789	0.982462411289428	TP/FP/FN=227/58/29;beta=0.02	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_spot	CAMI2 Strain Madness: MinCO adaptive edge-EM trigger	0	0.5	34.51346456156421	0.9376321343808648	TP/FP/FN=10/10/10;beta=0.0015	diagnostic_edge_em_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_methods.tsv
edge_em_cross_domain_policy	adaptive_edge_em_vs_edge_marker	CAMI3 ToyGut,CAMI2 Marine,CAMI2 Strain Madness	0	-0.123826970396		L1 improved/unchanged/worsened=2/1/0;F1 improved/unchanged/worsened=0/3/0	narrow positive: improves edge-marker abundance without F1 cost	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_policy_summary.tsv
edge_em_cross_domain_policy	adaptive_edge_em_vs_current_best_minco	CAMI3 ToyGut,CAMI2 Marine,CAMI2 Strain Madness	-0.0150869449894	-18.5786236509		L1 improved/unchanged/worsened=2/0/1;F1 improved/unchanged/worsened=1/0/2	not promotable: F1 is lower on CAMI3 and marine	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_policy_summary.tsv
edge_em_cross_domain_policy	adaptive_edge_em_vs_sylph	CAMI3 ToyGut,CAMI2 Marine,CAMI2 Strain Madness	-0.0514250837048	1.11145511515		L1 improved/unchanged/worsened=1/0/2;F1 improved/unchanged/worsened=0/0/3	not promotable: F1 is lower on all three spot samples	research/experiments/2026-06-27_universal_strategy_decision/results/edge_em_cross_domain_policy_summary.tsv
ani_reporting	CAMI3 source/ref MinCO reported_ani basis: Ref_zip_aaf_ani	n=164		0.00762666463414634	0.4782579219633225	MAE_fraction	reported_ani_signal	research/experiments/2026-06-23_cami3_source_ref_ani_accuracy/alternative_read_ani_summary.tsv
ani_reporting	CAMI3 source/ref Sylph Adjusted_ANI	n=165		0.008038181818181826	0.4625878086431437	MAE_fraction	external_ani_baseline_close	research/experiments/2026-06-23_cami3_source_ref_ani_accuracy/alternative_read_ani_summary.tsv
ani_reporting	Toy Mouse source/rep Sylph Adjusted_ANI	n=69		0.003861670485	0.802688846661	MAE_fraction	external_ani_baseline_better_here	research/experiments/2026-06-25_minco_vs_mashscreen_toymouse/ani_accuracy_summary.tsv
ani_reporting	Toy Mouse source/rep MinCO Ref_zip_aaf_ani	n=69		0.006770712573	0.492382685859	MAE_fraction	diagnostic_only	research/experiments/2026-06-25_minco_vs_mashscreen_toymouse/ani_accuracy_summary.tsv
ani_reporting	Toy Mouse source/rep MinCO emitted/raw naive ANI	n=69		0.025912515650	0.423005619788	MAE_fraction	do_not_report_as_continuous_ani	research/experiments/2026-06-25_minco_vs_mashscreen_toymouse/ani_accuracy_summary.tsv
decision	current_best_minco_default						scripts/minco_profile_default.py now uses --profile-preset candidate by default: universal-auto-exact plus candidate rescue/surface calls and normalized-depth-alpha2 candidate abundance	research/experiments/2026-06-27_universal_strategy_decision/results/candidate_default_decision_audit.tsv
decision	previous_minco_default_reproducibility						--profile-preset current preserves the previous universal-auto-exact default without candidate rescue/surface additions	scripts/minco_profile_default.py
claim_boundary	current_default_claim						best known stable MinCO default so far; not a proven universal Sylph-beating strategy	this_note
marine_setup_truth_profile_rescore	selected-default MinCO setup+assembly truth	3,4,5	0.781357739256762	41.299693576074446	0.886706015069905	TP/FP/FN=725/182/225	completed_negative_route	research/experiments/2026-06-27_universal_strategy_decision/results/marine_setup_truth_profile_rescore_summary.tsv
marine_setup_truth_profile_rescore	baseline cached marine setup+assembly truth	3,4,5	0.8387158195498503	40.99730488886973	0.9236670789666293	TP/FP/FN=868/251/82	baseline_higher_F1	research/experiments/2026-06-27_universal_strategy_decision/results/marine_setup_truth_profile_rescore_summary.tsv
negative_route_failure_mode	raw visibility for completed-negative routes	marine3-5,cami3-3-5				FN raw visible=336/338; high-abundance raw visible=13/13; HMP context=10/10	diagnostic_prioritize_in_pass_candidate_surface	research/experiments/2026-06-27_universal_strategy_decision/results/negative_route_failure_mode_audit.tsv
raw_candidate_retention_negative_routes	raw_ani0.95_xny100_breadth0.05	marine3-5,cami3-3-5	0.030663651222492927			min_route_delta_F1=0.005061; sample_worsen_n=0; added_TP/FP=130/53	diagnostic_candidate_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/raw_candidate_retention_negative_routes_audit.tsv
raw_candidate_retention_cross_panel	raw_ani0.93_xny650_breadth0.20	43 samples / 7 panels	0.007354652291267974			min_delta_F1=0; sample_worsen_n=0; panel_worsen_n=0; added_TP/FP=54/11; strict_pass_rules=39	diagnostic_candidate_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/raw_candidate_retention_cross_panel_audit.tsv
raw_retention_surface_implementation	accession-ani93-xny650-br20 opt-in smoke	Toy Mouse sample5 cached table mode				wall=13.69s; max_RSS=2815608KB; rows=163; called=163; surface_added=1; added_raw_mass=0	opt_in_implemented_not_default	/tmp/minco_raw_retention_surface_smoke_20260630/toymouse_sample5_ani93_xny650_br20_zero.tsv
raw_retention_surface_wrapper_replay	accession-current-or-ani93-xny650-br20 normalized-depth-alpha2	43 samples / 7 panels	0.006464010590173822	-0.44471750929499554	0.004544971500361398	min_delta_F1=-0.003754; sample_worsen_n=3; panel_worsen_n=1; added_TP/FP=30/12	diagnostic_only_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/raw_retention_surface_wrapper_audit.tsv
raw_retention_surface_maxcalls_guard	accession-current-or-ani93-xny650-br20 max_called_species<=250	43 samples / 7 panels	0.006671403783309038	-0.48805803498831124	0.004763419405295767	min_delta_F1=0; sample_worsen_n=0; panel_worsen_n=0; added_TP/FP=30/5; marine3-5 smoke surface_added=0	diagnostic_candidate_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/raw_retention_surface_maxcalls_guard_audit.tsv
raw_retention_surface_maxcalls_guard_wrapper	accession-current-or-ani93-xny650-br20 max_called_species<=250 normalized-depth-alpha2	43 samples / 7 panels	0.0066714037833090455	-0.4880580349883114	0.004763419405295767	min_delta_F1=0; sample_worsen_n=0; panel_worsen_n=0; added_TP/FP=30/5; guard_blocked_profiles=6; emitted_profiles=86	strict_pass_opt_in_not_default	research/experiments/2026-06-27_universal_strategy_decision/results/raw_retention_surface_maxcalls_guard_wrapper_audit.tsv
hmp_gastrooral_sample1_holdout	sylph_gtdb_r232_gastrooral_source_abundance	1	0.9382716049382716	8.099610014595344	0.9986541312423596	TP/FP/FN=38/4/1; wall=4:18.02; max_RSS=27186576KB	external_baseline_best_on_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_sample1_holdout_comparison.tsv
hmp_gastrooral_sample1_holdout	minco_current_raw_default_gastrooral_sample1_source_abundance	1	0.8860759493670887	18.244592279569463	0.9857779355439723	TP/FP/FN=35/5/4; wall=3:38.76; max_RSS=4000660KB	current_default_not_sylph_beating_on_holdout	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_sample1_holdout_comparison.tsv
hmp_gastrooral_sample1_holdout	minco_current_surface_accession_taxmap_gastrooral_sample1_source_abundance	1	0.9	17.45540282178018	0.9863959534066656	TP/FP/FN=36/5/3; wall=3:55.53 including default substrate; max_RSS=4000660KB	selected_candidate_preset_requires_accession_surface_taxmap	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_sample1_holdout_comparison.tsv
hmp_gastrooral_sample1_holdout	minco_guarded_candidate_gastrooral_sample1_source_abundance	1	0.888888888888889	18.564654915842187	0.9857895244430693	TP/FP/FN=36/6/3; wall=3:55.13 including default substrate; max_RSS=4000660KB	opt_in_candidate_not_promoted_f1_gain_but_l1_worse	research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_sample1_holdout_comparison.tsv
default_sidecar_deployment	GTDBr232 S1000 candidate_surface_taxmap.tsv installed	sample1 table-mode discovery check				sidecar sha256=5b461a4f807600d0fee7691c76550b9d7646b04c23534e72ae1f7fea848746f8; default launcher discovered sidecar; calls/abundance/ANI matched explicit accession-surface replay	local_reference_bundle_fixed	this_note
default_launcher_usability	scripts/minco_profile	selected command				README/manual/help/manifest updated; scripts/minco_profile_default.py remains compatibility path	no_manual_strategy_entrypoint	this_note
packaged_default_preflight	GTDBr232 S1000 self-contained bundle	ToyMouse50k smoke input				status=pass; sidecars=species_taxmap,candidate_surface_taxmap,model_cache,minco_profile_defaults; model_cache_metadata=pass; delegated scope=bacteria	preflight_ready	/scripts/minco_profile --check-ref
packaged_default_smoke	scripts/minco_profile no-extra-flags run	ToyMouse50k		0		6 called rows; calibrated_abundance_sum=1.0; scope=bacteria; strategy=universal-auto-exact; wall=0:22.49; max_RSS=2754736KB	default_command_works	/tmp/minco_packaged_default_smoke_20260630/toymouse50k.default.v2.tsv
