panel	sample	method	truth_species	pred_species	TP	FP	FN	precision	recall	F1	matched_abs_error_pp	missing_truth_mass_pp	extra_pred_mass_pp	union_L1_pp	truth_only_L1_pp	truth_mass_detected_pct	pred_mass_on_truth_pct	pred_mass_extra_pct	Pearson_truth_only	Pearson_union	truth_source	pred_source	prediction_rule
hmp_airskin_gtdb_source_abundance	18	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	27	26	25	1	2	0.9615384615384616	0.9259259259259259	0.9433962264150944	8.892852008516595	1.7472722709803796	1.3829105445567123	12.023034824053687	10.640124279496975	98.25272772901963	98.61708945544329	1.3829105445567123	0.9951044194796619	0.9947328417202754	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin18_20260627/minco_sample18_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	18	sylph_gtdb_source_abundance	27	27	27	0	0	1.0	1.0	1.0	1.8827650603234176	0.0	0.0	1.8827650603234176	1.8827650603234176	100.0	99.99999999999997	0.0	0.9999303274396939	0.9999303274396939	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample18/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	19	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	111	147	104	43	7	0.7074829931972789	0.9369369369369369	0.8062015503875969	25.453172046048806	1.840076494677512	9.880491866944903	37.17374040767122	27.293248540726317	98.15992350532248	90.11950813305512	9.880491866944903	0.9806831944471561	0.9634093812936604	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin19_20260627/minco_sample19_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	19	sylph_gtdb_source_abundance	111	110	107	3	4	0.9727272727272728	0.963963963963964	0.9683257918552037	10.20073490732246	0.8713293985361064	1.977290113549432	13.049354419408	11.072064305858568	99.12867060146388	98.02270988645051	1.977290113549432	0.9965240092457666	0.9941563409041001	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample19/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	20	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	79	106	76	30	3	0.7169811320754716	0.9620253164556962	0.8216216216216216	13.12311977175032	3.788934990475333	9.04093159682868	25.952986359054332	16.912054762225655	96.21106500952466	90.95906840317127	9.04093159682868	0.994983201473338	0.990482300426512	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin20_20260627/minco_sample20_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	20	sylph_gtdb_source_abundance	79	78	76	2	3	0.9743589743589743	0.9620253164556962	0.9681528662420382	3.2914809091893806	0.005216911508221647	0.7884015768031536	4.085099397500756	3.2966978206976028	99.99478308849177	99.21159842319682	0.7884015768031536	0.999888846032565	0.9998162632758842	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample20/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	21	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	34	41	33	8	1	0.8048780487804879	0.9705882352941176	0.8800000000000001	18.167165307640357	0.0006512189938602438	16.577150620126837	34.744967146761056	18.16781652663422	99.99934878100613	83.42284937987317	16.577150620126837	0.9915885745919614	0.9626902136826683	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin21_20260627/minco_sample21_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	21	sylph_gtdb_source_abundance	34	34	33	1	1	0.9705882352941176	0.9705882352941176	0.9705882352941176	1.9529322912383775	0.0006512189938602438	0.24439951120097764	2.1979830214332154	1.9535835102322379	99.99934878100613	99.75560048879905	0.24439951120097764	0.9999037206858027	0.9998887705925336	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample21/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	22	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	21	38	19	19	2	0.5	0.9047619047619048	0.6440677966101696	12.048019847048778	0.00800526840008274	8.592565724908985	20.648590840357844	12.05602511544886	99.99199473159992	91.40743427509102	8.592565724908985	0.9968326827201656	0.9885915958918302	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin22_20260627/minco_sample22_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	22	sylph_gtdb_source_abundance	21	23	20	3	1	0.8695652173913043	0.9523809523809523	0.909090909090909	3.1332985085071394	0.002490595060420684	2.9079029079029075	6.043692011470467	3.13578910356756	99.99750940493959	97.09209709209709	2.9079029079029075	0.9992223881418049	0.9970787600380686	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample22/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	23	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	33	36	31	5	2	0.8611111111111112	0.9393939393939394	0.8985507246376813	17.00500266731991	7.328987148033696	4.085242103761735	28.41923191911534	24.333989815353608	92.67101285196621	95.91475789623826	4.085242103761735	0.9854764855410798	0.984447024806524	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin23_20260627/minco_sample23_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	23	sylph_gtdb_source_abundance	33	33	32	1	1	0.9696969696969697	0.9696969696969697	0.9696969696969697	18.755753311143057	2.0134580077015616	0.12639974720050562	20.895611066045124	20.769211318844615	97.98654199229836	99.8736002527995	0.12639974720050562	0.983072336025806	0.9831326818275297	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample23/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	24	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	29	26	25	1	4	0.9615384615384616	0.8620689655172413	0.9090909090909091	11.335069353395298	1.8034951439967912	0.637782881442831	13.776347378834918	13.138564497392089	98.19650485600322	99.3622171185572	0.637782881442831	0.9947347218527692	0.9946961294046559	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin24_20260627/minco_sample24_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	24	sylph_gtdb_source_abundance	29	30	27	3	2	0.9	0.9310344827586207	0.9152542372881356	2.9312558964198026	0.7407407407406406	0.9968019936039872	4.668798630764431	3.6719966371604436	99.25925925925937	99.003198006396	0.9968019936039872	0.9995403625164346	0.9993530471021703	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample24/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	25	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	49	76	45	31	4	0.5921052631578947	0.9183673469387755	0.72	12.26856879157915	2.5540275049113847	9.054233568416471	23.876829864907005	14.822596296490534	97.4459724950886	90.94576643158354	9.054233568416471	0.9924411161891384	0.9844760524405718	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin25_20260627/minco_sample25_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	25	sylph_gtdb_source_abundance	49	48	47	1	2	0.9791666666666666	0.9591836734693877	0.9690721649484536	3.7384302653547157	0.9823182711197618	0.1158998841001159	4.836648420574593	4.720748536474477	99.01768172888022	99.88410011589987	0.1158998841001159	0.9988715421272462	0.9988670457680718	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/mnt/new3T/minco_release_holdouts_20260628/cami2_hmp_unseen_transfer_20260626/run_sylph_r232/sylph_sample25/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	28	minco_current_default_gtdb_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28	12	15	12	3	0	0.8	1.0	0.888888888888889	10.97711979833238	0.0	7.375513734775126	18.352633533107504	10.97711979833238	100.0	92.62448626522487	7.375513734775126	0.997880120285454	0.9890339281762489	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/minco_current_code_hmp_airskin28_20260627/minco_sample28_current_default.tsv	official HMP MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_airskin_gtdb_source_abundance	28	sylph_gtdb_source_abundance	12	14	12	2	0	0.8571428571428571	1.0	0.923076923076923	1.5959636294045385	0.0	0.20709979290020714	1.8030634223047455	1.5959636294045385	100.0	99.79290020709979	0.20709979290020714	0.999931664517538	0.9999332238502313	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_current_refresh_r232_source_abundance_sample19_0_1_3_4_5_6_7_9_10_11_13_14_15_16_17_18_20_21_22_23_24_25_28_truth.tsv	/tmp/cami2_hmp_airskin_20260625/run_sylph_r232/sylph_sample28/profile.chunked.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_gastrooral_gtdb_source_abundance	0	minco_current_raw_default_gastrooral_source_abundance	34	34	32	2	2	0.9411764705882353	0.9411764705882353	0.9411764705882353	10.276940272693077	8.61295176151669	1.0110300683195115	19.90092210252928	18.88989203420977	91.38704823848333	98.98896993168051	1.0110300683195115	0.954766090664899	0.9549294426840412	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_r232_source_abundance_truth.tsv	/tmp/minco_current_code_hmp_gastrooral_20260627/minco_sample0_current_default.tsv	official HMP gastrooral MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_gastrooral_gtdb_source_abundance	0	sylph_gtdb_r232_gastrooral_source_abundance	34	36	33	3	1	0.9166666666666666	0.9705882352941176	0.9428571428571428	2.654937896304071	0.0018406504054777999	1.942703885407771	4.59948243211732	2.656778546709549	99.99815934959454	98.05729611459225	1.942703885407771	0.9998795594961927	0.999247285777849	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_r232_source_abundance_truth.tsv	/tmp/cami2_hmp_pilot_20260625/run_sylph_r232/sylph_sample0/profile.chunked.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
hmp_gastrooral_gtdb_source_abundance	6	minco_current_raw_default_gastrooral_source_abundance	47	51	44	7	3	0.8627450980392157	0.9361702127659575	0.8979591836734694	74.0213462311658	0.33992200222118835	3.7117918767328395	78.07306011011983	74.361268233387	99.66007799777881	96.28820812326715	3.7117918767328395	0.8103926404276294	0.8096239564470539	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_r232_source_abundance_truth.tsv	/tmp/minco_current_code_hmp_gastrooral_20260627/minco_sample6_current_default.tsv	official HMP gastrooral MinCO mapping: best reference accession, fallback raw best ref; summed per GTDB species; renormalized
hmp_gastrooral_gtdb_source_abundance	6	sylph_gtdb_r232_gastrooral_source_abundance	47	46	45	1	2	0.9782608695652174	0.9574468085106383	0.967741935483871	5.094267377285481	0.0030094328430971713	0.4294995705004296	5.526776380629008	5.097276810128578	99.99699056715691	99.57050042949956	0.4294995705004296	0.9990678158353923	0.999002333408912	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/hmp_gastrooral_r232_source_abundance_truth.tsv	/tmp/cami2_hmp_pilot_20260625/run_sylph_r232/sylph_sample6/profile.chunked.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	0	minco_universal_autoexact_gtdb_source_readmap	93	94	78	16	15	0.8297872340425532	0.8387096774193549	0.8342245989304814	28.429710932886	22.961269931161144	11.685471854414745	63.07645271846189	51.390980864047144	77.03873006883887	88.31452814558524	11.685471854414745	0.9228891836223627	0.9107787776639669	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/tmp/cami3_toy_human_gut_20260626/run/sample0_universal_autoexact.tsv	official CAMI3 MinCO mapping: best reference accession, fallback raw best ref/taxid/name; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	0	sylph_gtdb_source_readmap	93	71	65	6	28	0.9154929577464789	0.6989247311827957	0.7926829268292684	19.520283752723174	0.038821191324838224	6.668793331206668	26.22789827525468	19.559104944048013	99.96117880867517	93.33120666879333	6.668793331206668	0.9903810810314256	0.980815087824325	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/mnt/new3T/minco_cami3_toygut_20260620/sylph_sample0/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	1	minco_universal_autoexact_gtdb_source_readmap	104	99	86	13	18	0.8686868686868687	0.8269230769230769	0.8472906403940886	32.97480105802158	32.48620108803485	9.582587231811555	75.04358937786799	65.46100214605643	67.51379891196517	90.4174127681885	9.582587231811555	0.6658588506113586	0.6504147643645244	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/tmp/cami3_toy_human_gut_20260626/run/sample1_universal_autoexact.tsv	official CAMI3 MinCO mapping: best reference accession, fallback raw best ref/taxid/name; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	1	sylph_gtdb_source_readmap	104	78	70	8	34	0.8974358974358975	0.6730769230769231	0.7692307692307692	28.70032173142267	0.05776368311463986	5.615828079140397	34.373913493677705	28.75808541453731	99.94223631688537	94.38417192085963	5.615828079140397	0.906477109634007	0.8937381203937128	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/tmp/cami3_toygut_current_minco_vs_sylph_20260622/sylph_sample1/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	2	minco_universal_autoexact_gtdb_source_readmap	99	115	82	33	17	0.7130434782608696	0.8282828282828283	0.7663551401869159	31.34245085920086	7.302785229682117	11.430808915061096	50.07604500394407	38.64523608888298	92.6972147703179	88.56919108493894	11.430808915061096	0.9212311577120743	0.9105517870034343	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/tmp/cami3_toy_human_gut_20260626/run/sample2_universal_autoexact_tail_p025.tsv	official CAMI3 MinCO mapping: best reference accession, fallback raw best ref/taxid/name; summed per GTDB species; renormalized
cami3_toy_human_gut_gtdb_source_readmap	2	sylph_gtdb_source_readmap	99	67	55	12	44	0.8208955223880597	0.5555555555555556	0.6626506024096385	27.769112271657864	3.728686554543058	5.798911597823193	37.29671042402411	31.497798826200924	96.27131344545691	94.20108840217677	5.798911597823193	0.9681453108274447	0.962571888788653	/home/ubuntu/yihuiguang/tools/KSSD3mini/research/experiments/2026-06-27_universal_strategy_decision/results/cami3_gtdb_source_readmap_truth.tsv	/tmp/cami3_toy_human_gut_20260626/run/sylph_sample2/profile.tsv	Sylph rows mapped by accession; summed per GTDB species; renormalized
