method	panels	mean_panel_pooled_F1	mean_panel_official_L1_pp	mean_panel_Pearson_union	total_TP	total_FP	total_FN	total_rescued_TP	total_rescued_FP	mean_delta_F1	min_delta_F1	mean_delta_L1_pp	total_TP_delta	total_FP_delta	total_FN_delta	improved_samples_F1	worsened_samples_F1	unchanged_samples_F1	worsened_panels_F1
cross_rescue_ani0.9_xny100_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny100_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny100_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny100_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny100_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny100_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7186777380920182	37.0063459363136	0.9207322399336575	1812	1205	127	85	817	-0.15609831603239183	-0.5208472686733556	0.0	85.0	817.0	-85.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7965331703016432	37.0063459363136	0.9196837951315392	1786	798	153	59	410	-0.09169929650269786	-0.2592592592592593	0.0	59.0	410.0	-59.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny10_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny10_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7448865248800759	37.0063459363136	0.9204232295106667	1811	1084	128	84	696	-0.1401175143702017	-0.4213709677419355	0.0	84.0	696.0	-84.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7971904326337175	37.0063459363136	0.9196741293734412	1786	795	153	59	407	-0.09117108243281713	-0.2592592592592593	0.0	59.0	407.0	-59.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny10_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny10_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8254717120343633	37.0063459363136	0.9192555864392075	1783	654	156	56	266	-0.0598373680723321	-0.19999999999999996	0.0	56.0	266.0	-56.0	2.0	30.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8283399748906419	37.0063459363136	0.9192228705287595	1777	630	162	50	242	-0.054264598043113274	-0.19999999999999996	0.0	50.0	242.0	-50.0	2.0	30.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8618749445274312	37.0063459363136	0.9187964615428768	1771	446	168	44	58	-0.001357133090832796	-0.04127906976744178	0.0	44.0	58.0	-44.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny10_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8710478059759708	37.0063459363136	0.9186781153898296	1745	389	194	18	1	0.006626257892367909	0.0	0.0	18.0	1.0	-18.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny10_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7813430938617836	37.0063459363136	0.9199811157860711	1797	932	142	70	544	-0.11529532779647986	-0.3660714285714285	0.0	70.0	544.0	-70.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8045150364248541	37.0063459363136	0.9195812993642976	1785	773	154	58	385	-0.08502983896570801	-0.2592592592592593	0.0	58.0	385.0	-58.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny10_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny10_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny10_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566249956851907	37.0063459363136	0.9189794941748288	1769	505	170	42	117	-0.027396055370631375	-0.19999999999999996	0.0	42.0	117.0	-42.0	6.0	26.0	0.0	3.0
cross_rescue_ani0.9_xny10_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.856463514949201	37.0063459363136	0.918962859768616	1768	503	171	41	115	-0.025881016176857577	-0.19999999999999996	0.0	41.0	115.0	-41.0	6.0	26.0	0.0	3.0
cross_rescue_ani0.9_xny10_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.869213720582869	37.0063459363136	0.9187688816055068	1762	415	177	35	27	0.0029049589301407552	-0.035612535612535634	0.0	35.0	27.0	-35.0	17.0	5.0	10.0	0.0
cross_rescue_ani0.9_xny10_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8709304115138432	37.0063459363136	0.9186781153898296	1744	389	195	17	1	0.006043630773723847	0.0	0.0	17.0	1.0	-17.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny10_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8690600767553797	37.0063459363136	0.9187716824801517	1744	399	195	17	11	0.001960108438383217	-0.0045033112582780754	0.0	17.0	11.0	-17.0	9.0	4.0	19.0	1.0
cross_rescue_ani0.9_xny10_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8690600767553797	37.0063459363136	0.9187716824801517	1744	399	195	17	11	0.001960108438383217	-0.0045033112582780754	0.0	17.0	11.0	-17.0	9.0	4.0	19.0	1.0
cross_rescue_ani0.9_xny10_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8692912440402372	37.0063459363136	0.9187357265398607	1742	395	197	15	7	0.0019925576915890107	-0.0045033112582780754	0.0	15.0	7.0	-15.0	10.0	2.0	20.0	0.0
cross_rescue_ani0.9_xny10_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8699456800966343	37.0063459363136	0.9186780411220128	1738	388	201	11	0	0.003565933001477322	0.0	0.0	11.0	0.0	-11.0	8.0	0.0	24.0	0.0
cross_rescue_ani0.9_xny10_br0.3_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny10_br0.5_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny10_br0.5_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny10_br0.5_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny10_br0.5_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8671937191839519	37.0063459363136	0.9186780411220128	1729	388	210	2	0	0.0008274060612387252	0.0	0.0	2.0	0.0	-2.0	2.0	0.0	30.0	0.0
cross_rescue_ani0.9_xny10_br0.5_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.01_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7186777380920182	37.0063459363136	0.9207322399336575	1812	1205	127	85	817	-0.15609831603239183	-0.5208472686733556	0.0	85.0	817.0	-85.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.01_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7965331703016432	37.0063459363136	0.9196837951315392	1786	798	153	59	410	-0.09169929650269786	-0.2592592592592593	0.0	59.0	410.0	-59.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.01_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny25_br0.01_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny25_br0.01_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.05_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7448865248800759	37.0063459363136	0.9204232295106667	1811	1084	128	84	696	-0.1401175143702017	-0.4213709677419355	0.0	84.0	696.0	-84.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.05_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7971904326337175	37.0063459363136	0.9196741293734412	1786	795	153	59	407	-0.09117108243281713	-0.2592592592592593	0.0	59.0	407.0	-59.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.05_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny25_br0.05_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny25_br0.05_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.15_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8254717120343633	37.0063459363136	0.9192555864392075	1783	654	156	56	266	-0.0598373680723321	-0.19999999999999996	0.0	56.0	266.0	-56.0	2.0	30.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.15_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8283399748906419	37.0063459363136	0.9192228705287595	1777	630	162	50	242	-0.054264598043113274	-0.19999999999999996	0.0	50.0	242.0	-50.0	2.0	30.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.15_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8618749445274312	37.0063459363136	0.9187964615428768	1771	446	168	44	58	-0.001357133090832796	-0.04127906976744178	0.0	44.0	58.0	-44.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny25_br0.15_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8710478059759708	37.0063459363136	0.9186781153898296	1745	389	194	18	1	0.006626257892367909	0.0	0.0	18.0	1.0	-18.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny25_br0.15_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.1_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.7813430938617836	37.0063459363136	0.9199811157860711	1797	932	142	70	544	-0.11529532779647986	-0.3660714285714285	0.0	70.0	544.0	-70.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.1_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8045150364248541	37.0063459363136	0.9195812993642976	1785	773	154	58	385	-0.08502983896570801	-0.2592592592592593	0.0	58.0	385.0	-58.0	0.0	32.0	0.0	4.0
cross_rescue_ani0.9_xny25_br0.1_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566542442303492	37.0063459363136	0.9187924035627529	1775	469	164	48	81	-0.006463400511919404	-0.08051948051948055	0.0	48.0	81.0	-48.0	12.0	12.0	8.0	2.0
cross_rescue_ani0.9_xny25_br0.1_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8711651044491676	37.0063459363136	0.9186781153898296	1746	389	193	19	1	0.007318855410098409	0.0	0.0	19.0	1.0	-19.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny25_br0.1_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.2_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8566249956851907	37.0063459363136	0.9189794941748288	1769	505	170	42	117	-0.027396055370631375	-0.19999999999999996	0.0	42.0	117.0	-42.0	6.0	26.0	0.0	3.0
cross_rescue_ani0.9_xny25_br0.2_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.856463514949201	37.0063459363136	0.918962859768616	1768	503	171	41	115	-0.025881016176857577	-0.19999999999999996	0.0	41.0	115.0	-41.0	6.0	26.0	0.0	3.0
cross_rescue_ani0.9_xny25_br0.2_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.869213720582869	37.0063459363136	0.9187688816055068	1762	415	177	35	27	0.0029049589301407552	-0.035612535612535634	0.0	35.0	27.0	-35.0	17.0	5.0	10.0	0.0
cross_rescue_ani0.9_xny25_br0.2_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8709304115138432	37.0063459363136	0.9186781153898296	1744	389	195	17	1	0.006043630773723847	0.0	0.0	17.0	1.0	-17.0	13.0	0.0	19.0	0.0
cross_rescue_ani0.9_xny25_br0.2_af0.9_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8655897841967835	37.0063459363136	0.9186780411220128	1728	388	211	1	0	0.00047953964194373533	0.0	0.0	1.0	0.0	-1.0	1.0	0.0	31.0	0.0
cross_rescue_ani0.9_xny25_br0.3_af0.1_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8690600767553797	37.0063459363136	0.9187716824801517	1744	399	195	17	11	0.001960108438383217	-0.0045033112582780754	0.0	17.0	11.0	-17.0	9.0	4.0	19.0	1.0
cross_rescue_ani0.9_xny25_br0.3_af0.3_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8690600767553797	37.0063459363136	0.9187716824801517	1744	399	195	17	11	0.001960108438383217	-0.0045033112582780754	0.0	17.0	11.0	-17.0	9.0	4.0	19.0	1.0
cross_rescue_ani0.9_xny25_br0.3_af0.5_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8692912440402372	37.0063459363136	0.9187357265398607	1742	395	197	15	7	0.0019925576915890107	-0.0045033112582780754	0.0	15.0	7.0	-15.0	10.0	2.0	20.0	0.0
cross_rescue_ani0.9_xny25_br0.3_af0.7_zero_mass	cami2_toy_mouse_gut,cami3_toy_human_gut_gtdb_source_readmap,hmp_airskin_gtdb_source_abundance,hmp_gastrooral_gtdb_source_abundance	0.8699456800966343	37.0063459363136	0.9186780411220128	1738	388	201	11	0	0.003565933001477322	0.0	0.0	11.0	0.0	-11.0	8.0	0.0	24.0	0.0
